1009219957,10,BARISAL,09,BHOLA,21,BURHANUDDIN,99,,57,KUTBA
5064859952,50,RAJSHAHI,64,NAOGAON,85,RANINAGAR,99,,52,KASHIMPUR
6090329935,60,SYLHET,90,SUNAMGANJ,32,DHARAMPASHA,99,,35,DAKSHIN BONGSHIKUNDA
4041099919,40,KHULNA,41,JESSORE,09,BAGHER PARA,99,,19,BANDABILLA
5549619918,55,RANGPUR,49,KURIGRAM,61,NAGESHWARI,99,,18,BERUBARI
5081536502,50,RAJSHAHI,81,RAJSHAHI,53,MOHANPUR,65,KESHARHAT PAURASAVA,02,WARD NO-02
1006629963,10,BARISAL,06,BARISAL,62,MHENDIGANJ,99,,63,DARI CHAR KHAJURIA
5527642812,55,RANGPUR,27,DINAJPUR,64,DINAJPUR SADAR,28,DINAJPUR PAURASAVA,12,WARD NO-12
3072389981,30,DHAKA,72,NETRAKONA,38,KHALIAJURI,99,,81,NAGAR
4001585004,40,KHULNA,01,BAGERHAT,58,MONGLA,50,MONGLA PORT PAURASAVA,04,WARD NO-04
3086369951,30,DHAKA,86,SHARIATPUR,36,GOSAIRHAT,99,,51,KUCHAIPATTI
4018234005,40,KHULNA,18,CHUADANGA,23,CHUADANGA SADAR,40,CHUADANGA PAURASAVA,05,WARD NO-05
2022908801,20,CHITTAGONG,22,COX'S BAZAR,90,TEKNAF,88,TEKNAF PAURASHAVA,01,WARD NO-01
5064289984,50,RAJSHAHI,64,NAOGAON,28,DHAMOIRHAT,99,,84,OMAR
2015049981,20,CHITTAGONG,15,CHITTAGONG,04,ANOWARA,99,,81,JUIDANDI
4044199947,40,KHULNA,44,JHENAIDAH,19,JHENAIDAH SADAR,99,,47,KUMRABARIA
4041119951,40,KHULNA,41,JESSORE,11,CHAUGACHHA,99,,51,NARAYANPUR
2030295013,20,CHITTAGONG,30,FENI,29,FENI SADAR,50,FENI PAURASAVA,13,WARD NO-13
4001779976,40,KHULNA,01,BAGERHAT,77,SARANKHOLA,99,,76,DAKHIN KHALI
3033869928,30,DHAKA,33,GAZIPUR,86,SREEPUR,99,,28,GOSINGA
4050948002,40,KHULNA,50,KUSHTIA,94,MIRPUR,80,MIRPUR PAURASHAVA,02,WARD NO-02
2012339914,20,CHITTAGONG,12,BRAHMANBARIA,33,ASHUGANJ,99,,14,ASHUGANG
5527179980,55,RANGPUR,27,DINAJPUR,17,BIRAL,99,,80,PALASHBARI
3093669971,30,DHAKA,93,TANGAIL,66,MIRZAPUR,99,,71,MAHERA
5070374405,50,RAJSHAHI,70,CHAPAI NABABGANJ,37,GOMASTAPUR,44,RAHANPUR PAURASHAVA,05,WARD NO-05
3068605013,30,DHAKA,68,NARSINGDI,60,NARSINGDI SADAR,50,NARSINGDI PAURASHAVA,13,WARD NO-03
3068649994,30,DHAKA,68,NARSINGDI,64,ROYPURA,99,,94,UTTAR BAKHARNAGAR
6091947509,60,SYLHET,91,SYLHET,94,ZAKIGANJ,75,ZAKIGANJ PAURASHAVA,09,WARD NO-09
2051589983,20,CHITTAGONG,51,LAKSHMIPUR,58,ROYPUR,99,,83,SONAPUR
5070379910,50,RAJSHAHI,70,CHAPAI NABABGANJ,37,GOMASTAPUR,99,,10,ALINAGAR
5088785007,50,RAJSHAHI,88,SIRAJGANJ,78,SIRAJGANJ SADAR,50,SIRAJGANJ PAURASAVA,07,WARD NO-07
5585769969,55,RANGPUR,85,RANGPUR,76,PIRGANJ,99,,69,PIRGANJ
5081829981,50,RAJSHAHI,81,RAJSHAHI,82,PUTHIA,99,,81,SILMARIA
2051432503,20,CHITTAGONG,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,25,LAKSHMIPUR PAURASAVA,03,WARD NO-03
1009259976,10,BARISAL,09,BHOLA,25,CHAR FASSON,99,,76,NILKAMAL
2015332204,20,CHITTAGONG,15,CHITTAGONG,33,FATIKCHHARI,22,FATIKCHHARI PAURASAVA,04,WARD NO-04
2019759921,20,CHITTAGONG,19,COMILLA,75,MEGHNA,99,,21,CHALIBHANGA
3048548804,30,DHAKA,48,KISHOREGONJ,54,KULIAR CHAR,88,KULIAR CHAR PAURASHAVA,04,WARD NO-04
2013958502,20,CHITTAGONG,13,CHANDPUR,95,SHAHRASTI,85,SHAHRASTI PAURASAVA,02,WARD NO-02
1042849967,10,BARISAL,42,JHALOKATI,84,RAJAPUR,99,,67,SATURIA
4018234006,40,KHULNA,18,CHUADANGA,23,CHUADANGA SADAR,40,CHUADANGA PAURASAVA,06,WARD NO-06
5573152501,55,RANGPUR,73,NILPHAMARI,15,DOMAR UPAZILA,25,DOMAR PAURASAVA,01,WARD NO-01
5064039942,50,RAJSHAHI,64,NAOGAON,03,ATRAI,99,,42,HATKALU PARA
3029628007,30,DHAKA,29,FARIDPUR,62,NAGARKANDA,80,NAGARKANDA PAURASHAVA,07,WARD NO-07
5573152502,55,RANGPUR,73,NILPHAMARI,15,DOMAR UPAZILA,25,DOMAR PAURASAVA,02,WARD NO-02
3093858006,30,DHAKA,93,TANGAIL,85,SAKHIPUR,80,SAKHIPUR PAURASHAVA,06,WARD NO-06
2022949915,20,CHITTAGONG,22,COX'S BAZAR,94,UKHIA,99,,15,HALDIA PALONG
2022249959,20,CHITTAGONG,22,COX'S BAZAR,24,COX'S BAZAR SADAR,99,,59,KHURUSHKUL
5088509943,50,RAJSHAHI,88,SIRAJGANJ,50,KAZIPUR,99,,43,KHAS RAJBARI
2012909980,20,CHITTAGONG,12,BRAHMANBARIA,90,NASIRNAGAR,99,,80,KUNDA
3067049986,30,DHAKA,67,NARAYANGANJ,04,SONARGAON,99,,86,SHAMBHUPURA
2019313708,20,CHITTAGONG,19,COMILLA,31,CHAUDDAGRAM,37,CHAUDDAGRAM PAURASHAVA,08,WARD NO-08
5069443506,50,RAJSHAHI,69,NATORE,44,LALPUR,35,GOPALPUR (LALPUR) PAURASAVA,06,WARD NO-06
5076161203,50,RAJSHAHI,76,PABNA,16,BERA,12,BERA PAURASAVA,03,WARD NO-03
3035917501,30,DHAKA,35,GOPALGANJ,91,TUNGIPARA,75,TUNGIPARA PAURASHAVA,01,WARD NO-01
2075073301,20,CHITTAGONG,75,NOAKHALI,07,BEGUMGANJ,33,CHAUMOHANI PAURASAVA,01,WARD NO-01
3054549971,30,DHAKA,54,MADARIPUR,54,MADARIPUR SADAR,99,,71,MUSTAFAPUR
1078959931,10,BARISAL,78,PATUAKHALI,95,PATUAKHALI SADAR,99,,31,BARA BIGHAI
2015619924,20,CHITTAGONG,15,CHITTAGONG,61,PATIYA,99,,24,CHAR LAKSHYA
5549946605,55,RANGPUR,49,KURIGRAM,94,ULIPUR,66,ULIPUR PAURASAVA,05,WARD NO-05
6058141307,60,SYLHET,58,MAULVIBAZAR,14,BARLEKHA,13,BARLEKHA PAURASHAVA,07,WARD NO-07
5038479928,50,RAJSHAHI,38,JOYPURHAT,47,JOYPURHAT SADAR,99,,28,BHADSA
3035329917,30,DHAKA,35,GOPALGANJ,32,GOPALGANJ SADAR,99,,17,DURGAPUR
5010279985,50,RAJSHAHI,10,BOGRA,27,DHUNAT,99,,85,MATHURAPUR
4087829920,40,KHULNA,87,SATKHIRA,82,SATKHIRA SADAR,99,,20,BAIKARI
3054549910,30,DHAKA,54,MADARIPUR,54,MADARIPUR SADAR,99,,10,BAHADURPUR
2015189966,20,CHITTAGONG,15,CHITTAGONG,18,CHANDANAISH,99,,66,HASHIMPUR
3093769943,30,DHAKA,93,TANGAIL,76,NAGARPUR,99,,43,GAYHATA
2019547501,20,CHITTAGONG,19,COMILLA,54,HOMNA,75,HOMNA PAURASHAVA,01,WARD NO-01
2051739939,20,CHITTAGONG,51,LAKSHMIPUR,73,RAMGATI,99,,39,CHAR BADAM
3093090809,30,DHAKA,93,TANGAIL,09,BASAIL,08,BASAIL PAURASHAVA,09,WARD-09
5081226624,50,RAJSHAHI,81,RAJSHAHI,22,BOALIA,66,RAJSHAHI CITY CORP.,24,WARD NO-24
3086699917,30,DHAKA,86,SHARIATPUR,69,SHARIATPUR SADAR,99,,17,ANGARIA
2013459953,20,CHITTAGONG,13,CHANDPUR,45,FARIDGANJ,99,,53,PURBA GUPTI
1009259951,10,BARISAL,09,BHOLA,25,CHAR FASSON,99,,51,DHAL CHAR
6091179911,60,SYLHET,91,SYLHET,17,BEANI BAZAR,99,,11,ALINAGAR
3048115008,30,DHAKA,48,KISHOREGONJ,11,BHAIRAB,50,BHAIRAB PAURASHAVA,08,WARD NO-08
5076222506,50,RAJSHAHI,76,PABNA,22,CHATMOHAR,25,CHATMOHAR PAURASAVA,06,WARD NO-06
3029629922,30,DHAKA,29,FARIDPUR,62,NAGARKANDA,99,,22,CHAR JASORDI
2012079966,20,CHITTAGONG,12,BRAHMANBARIA,07,BIJOYNAGAR,99,,66,PAHARPUR
3068649927,30,DHAKA,68,NARSINGDI,64,ROYPURA,99,,27,CHANDPUR
3035515002,30,DHAKA,35,GOPALGANJ,51,KOTALIPARA,50,KOTALIPARA PAURASHAVA,02,WARD NO-02
5549615505,55,RANGPUR,49,KURIGRAM,61,NAGESHWARI,55,NAGESHWARI PAURASHAVA,05,WARD NO-05
4050719951,40,KHULNA,50,KUSHTIA,71,KUMARKHALI,99,,51,KAYA
3026742507,30,DHAKA,26,DHAKA,74,SHAH ALI,25,,07,WARD NO-07 (PART)
3061727709,30,DHAKA,61,MYMENSINGH,72,NANDAIL,77,NANDAIL PAURASHAVA,09,WARD NO-09
2015201639,20,CHITTAGONG,15,CHITTAGONG,20,CHITTAGONG PORT,16,CHITTAGONG CITY CORP.,39,WARD NO-39
3072636003,30,DHAKA,72,NETRAKONA,63,MOHANGANJ,60,MOHANGANJ PAURASAVA,03,WARD NO-03
2051659923,20,CHITTAGONG,51,LAKSHMIPUR,65,RAMGANJ,99,,23,CHANDIPUR
2019675009,20,CHITTAGONG,19,COMILLA,67,COMILLA ADARSHA SADAR,50,,09,WARD NO-09
4050714006,40,KHULNA,50,KUSHTIA,71,KUMARKHALI,40,KUMARKHALI PAURASHAVA,06,WARD NO-06
4087826608,40,KHULNA,87,SATKHIRA,82,SATKHIRA SADAR,66,SATKHIRA PAURASAVA,08,WARD NO-08
3026942501,30,DHAKA,26,DHAKA,94,UTTARA PASCHIM,25,,01,WARD NO-01 (PART)
1078666066,10,BARISAL,78,PATUAKHALI,66,KALAPARA,60,KUAKATA PAURASAVA,66,WARD NO-06
2013959915,20,CHITTAGONG,13,CHANDPUR,95,SHAHRASTI,99,,15,EAST CHITASI
3033303342,30,DHAKA,33,GAZIPUR,30,GAZIPUR SADAR,33,GAZIPUR CITY CORPORATION,42,WARD NO-36
3035589994,30,DHAKA,35,GOPALGANJ,58,MUKSUDPUR,99,,94,UJANI
2015181208,20,CHITTAGONG,15,CHITTAGONG,18,CHANDANAISH,12,CHANDANAISH PAURASHAVA,08,WARD NO-08
2015181206,20,CHITTAGONG,15,CHITTAGONG,18,CHANDANAISH,12,CHANDANAISH PAURASHAVA,06,WARD NO-06
4001607506,40,KHULNA,01,BAGERHAT,60,MORRELGANJ,75,MORRELGANJ PAURASAVA,06,WARD NO-06
4065289971,40,KHULNA,65,NARAIL,28,KALIA,99,,71,MAULI
5585497511,55,RANGPUR,85,RANGPUR,49,RANGPUR SADAR,75,RANGPUR CITY CORPORATION,11,WARD NO-11
5010819925,50,RAJSHAHI,10,BOGRA,81,SARIAKANDI,99,,25,CHANDAN BAISHA
5081406628,50,RAJSHAHI,81,RAJSHAHI,40,MATIHAR,66,RAJSHAHI CITY CORP.,28,WARD NO-28
5573649912,55,RANGPUR,73,NILPHAMARI,64,NILPHAMARI SADAR,99,,12,CHARAIKHOLA
2013585703,20,CHITTAGONG,13,CHANDPUR,58,KACHUA,57,KACHUA PAURASAVA,03,WARD NO-03
5532917705,55,RANGPUR,32,GAIBANDHA,91,SUNDARGANJ,77,SUNDARGANJ PAURASHAVA,05,WARD NO-05
2012637608,20,CHITTAGONG,12,BRAHMANBARIA,63,KASBA,76,KASBA PAURASAVA,08,WARD NO-08
4001149919,40,KHULNA,01,BAGERHAT,14,CHITALMARI,99,,19,BARA BARIA
3072749955,30,DHAKA,72,NETRAKONA,74,NETROKONA SADAR,99,,55,MEDNI
5081109979,50,RAJSHAHI,81,RAJSHAHI,10,BAGHA,99,,79,PAKURIA
5527699917,55,RANGPUR,27,DINAJPUR,69,NAWABGANJ,99,,17,BINODNAGAR
5081129994,50,RAJSHAHI,81,RAJSHAHI,12,BAGHMARA,99,,94,SUBHADANGA
5527121804,55,RANGPUR,27,DINAJPUR,12,BIRGANJ,18,BIRGANJ PAURASHAVA,04,WARD NO-04
5064859984,50,RAJSHAHI,64,NAOGAON,85,RANINAGAR,99,,84,RANINAGAR
3033329985,30,DHAKA,33,GAZIPUR,32,KALIAKAIR,99,,85,SUTRAPUR
3072569952,30,DHAKA,72,NETRAKONA,56,MADAN,99,,52,MADAN
6090929910,60,SYLHET,90,SUNAMGANJ,92,TAHIRPUR,99,,10,BALIJURI
1004092006,10,BARISAL,04,BARGUNA,09,AMTALI,20,AMTALI PAURASAVA,06,WARD NO-06
3026112509,30,DHAKA,26,DHAKA,11,DARUS SALAM,25,,09,WARD NO-09
4044149942,40,KHULNA,44,JHENAIDAH,14,HARINAKUNDA,99,,42,PHALSI
1009259995,10,BARISAL,09,BHOLA,25,CHAR FASSON,99,,95,OSMANGANJ
3039299979,30,DHAKA,39,JAMALPUR,29,ISLAMPUR,99,,79,PALBANDHA
2075807507,20,CHITTAGONG,75,NOAKHALI,80,SENBAGH,75,SENBAGH PAURASHAVA,07,WARD NO-07
2015101617,20,CHITTAGONG,15,CHITTAGONG,10,BAKALIA,16,CHITTAGONG CITY CORP.,17,WARD NO-17
2051439989,20,CHITTAGONG,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,99,,89,TUM CHAR
2075839921,20,CHITTAGONG,75,NOAKHALI,83,SONAIMURI,99,,21,BAZRA
3056465006,30,DHAKA,56,MANIKGANJ,46,MANIKGANJ SADAR,50,MANIKGANJ PAURASHAVA,06,WARD NO-06
6036779913,60,SYLHET,36,HABIGANJ,77,NABIGANJ,99,,13,AUSKANDI
6091593702,60,SYLHET,91,SYLHET,59,KANAIGHAT,37,KANAIGHAT PAURASHAVA,02,WARD NO-02
3029849976,30,DHAKA,29,FARIDPUR,84,SADARPUR,99,,76,NARIKELBARIA
2015181202,20,CHITTAGONG,15,CHITTAGONG,18,CHANDANAISH,12,CHANDANAISH PAURASHAVA,02,WARD NO-02
2019819931,20,CHITTAGONG,19,COMILLA,81,MURADNAGAR,99,,31,CHHALIAKANDI
1006039967,10,BARISAL,06,BARISAL,03,BABUGANJ,99,,67,MADHAB PASHA
2075109919,20,CHITTAGONG,75,NOAKHALI,10,CHATKHIL,99,,19,HATPUKURIA GHATLABAG
2030949919,20,CHITTAGONG,30,FENI,94,SONAGAZI,99,,19,BAGADANA
3082299938,30,DHAKA,82,RAJBARI,29,GOALANDA,99,,38,DAULATDIA
5010949979,50,RAJSHAHI,10,BOGRA,94,SHIBGANJ,99,,79,ROYNAGAR
3072749954,30,DHAKA,72,NETRAKONA,74,NETROKONA SADAR,99,,54,MADANPUR
3068609925,30,DHAKA,68,NARSINGDI,60,NARSINGDI SADAR,99,,25,CHINISHPUR
6090299966,60,SYLHET,90,SUNAMGANJ,29,DERAI,99,,66,RAFINAGAR
2015411615,20,CHITTAGONG,15,CHITTAGONG,41,KOTWALI,16,CHITTAGONG CITY CORP.,15,WARD NO-15
5069449976,50,RAJSHAHI,69,NATORE,44,LALPUR,99,,76,KADAM CHILAN
3056109917,30,DHAKA,56,MANIKGANJ,10,DAULATPUR,99,,17,BACHAMARA
5532249951,55,RANGPUR,32,GAIBANDHA,24,GAIBANDHA SADAR,99,,51,KAMARJANI
5585497506,55,RANGPUR,85,RANGPUR,49,RANGPUR SADAR,75,RANGPUR CITY CORPORATION,06,WARD NO-06
5552029911,55,RANGPUR,52,LALMONIRHAT,02,ADITMARI,99,,11,BHELABARI
3026144007,30,DHAKA,26,DHAKA,14,DHAMRAI,40,DHAMRAI PAURASHAVA,07,WARD NO-07
3026049919,30,DHAKA,26,DHAKA,04,BADDA,99,,19,BERAID
3026728006,30,DHAKA,26,DHAKA,72,SAVAR,80,SAVAR PAURASHAVA,06,WARD NO-06
2012139994,20,CHITTAGONG,12,BRAHMANBARIA,13,BRAHMANBARIA SADAR,99,,94,BUDHAL
4047409917,40,KHULNA,47,KHULNA,40,DIGHALIA,99,,17,BARAKPUR
1078381608,10,BARISAL,78,PATUAKHALI,38,BAUPHAL,16,BAUPHAL PAURASHAVA,08,WARD NO-08
2015789955,20,CHITTAGONG,15,CHITTAGONG,78,SANDWIP,99,,55,KALAPANIA
2022169916,20,CHITTAGONG,22,COX'S BAZAR,16,CHAKARIA,99,,16,BARAITALI
2075105005,20,CHITTAGONG,75,NOAKHALI,10,CHATKHIL,50,CHATKHIL PAURASAVA,05,WARD NO-05
5527129977,55,RANGPUR,27,DINAJPUR,12,BIRGANJ,99,,77,SATAIR
6091319936,60,SYLHET,91,SYLHET,31,DAKSHIN SURMA,99,,36,BARAIKANDI
2019279913,20,CHITTAGONG,19,COMILLA,27,CHANDINA,99,,13,KERAN KHAL
5594869931,55,RANGPUR,94,THAKURGAON,86,RANISANKAIL,99,,31,DHARMAGARH
2015431608,20,CHITTAGONG,15,CHITTAGONG,43,KHULSHI,16,CHITTAGONG CITY CORP.,08,WARD NO-08(PART)
5577259929,55,RANGPUR,77,PANCHAGARH,25,BODA,99,,29,CHANDANBARI
2084219963,20,CHITTAGONG,84,RANGAMATI,21,BARKAL UPAZILA,99,,63,BHUSHAN CHHARA
3048429986,30,DHAKA,48,KISHOREGONJ,42,KARIMGANJ,99,,86,NOABAD
2051432505,20,CHITTAGONG,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,25,LAKSHMIPUR PAURASAVA,05,WARD NO-05
3056465001,30,DHAKA,56,MANIKGANJ,46,MANIKGANJ SADAR,50,MANIKGANJ PAURASHAVA,01,WARD NO-01
5081949977,50,RAJSHAHI,81,RAJSHAHI,94,TANORE,99,,77,SARANJAI
3056828706,30,DHAKA,56,MANIKGANJ,82,SINGAIR,87,SINGAIR PAURASHAVA,06,WARD NO-06
5532829977,55,RANGPUR,32,GAIBANDHA,82,SADULLAPUR,99,,77,KAMAR PARA
1009299919,10,BARISAL,09,BHOLA,29,DAULAT KHAN,99,,19,CHAR KHALIFA
3026162014,30,DHAKA,26,DHAKA,16,,20,DHANMONDI(PART),14,WARD NO-14 (48)(PART)
4057472208,40,KHULNA,57,MEHERPUR,47,GANGNI,22,GANGNI PAURASHAVA,08,WARD NO-08
3093389965,30,DHAKA,93,TANGAIL,38,GOPALPUR,99,,65,HEMNAGAR
5069152506,50,RAJSHAHI,69,NATORE,15,BARAIGRAM,25,BANPARA PAURASAVA,06,WARD NO-06
4041471604,40,KHULNA,41,JESSORE,47,JESSORE SADAR,16,JESSORE PAURASAVA,04,WARD NO-04
3035329969,30,DHAKA,35,GOPALGANJ,32,GOPALGANJ SADAR,99,,69,PAIKKANDI
5069159935,50,RAJSHAHI,69,NATORE,15,BARAIGRAM,99,,35,GOPALPUR
4047453308,40,KHULNA,47,KHULNA,45,KHALISHPUR,33,KHULNA CITY CORP.,08,WARD NO-08
5594829951,55,RANGPUR,94,THAKURGAON,82,PIRGANJ,99,,51,JABARHAT
3068079913,30,DHAKA,68,NARSINGDI,07,BELABO,99,,13,BAJNABA
3026389960,30,DHAKA,26,DHAKA,38,KERANIGANJ,99,,60,SAKTA
4055575009,40,KHULNA,55,MAGURA,57,MAGURA SADAR,50,MAGURA PAURASAVA,09,WARD NO-09
5076556205,50,RAJSHAHI,76,PABNA,55,PABNA SADAR,62,PABNA PAURASAVA,05,WARD NO-05
3048069951,30,DHAKA,48,KISHOREGONJ,06,BAJITPUR,99,,51,HALIMPUR
5010959981,50,RAJSHAHI,10,BOGRA,95,SONATOLA,99,,81,PAKULLA
2013499960,20,CHITTAGONG,13,CHANDPUR,49,HAJIGANJ,99,,60,PACHIM HATILA
2015868308,20,CHITTAGONG,15,CHITTAGONG,86,SITAKUNDA,83,SITAKUNDA PAURASHAVA,08,WARD NO-08
2075369966,20,CHITTAGONG,75,NOAKHALI,36,HATIYA,99,,66,NALCHIRA
2015709986,20,CHITTAGONG,15,CHITTAGONG,70,RANGUNIA,99,,86,SARAPBHATA
3072189977,30,DHAKA,72,NETRAKONA,18,DURGAPUR,99,,77,KAKAIRGARA
6058359923,60,SYLHET,58,MAULVIBAZAR,35,JURI,99,,23,FULTALA
3067069963,30,DHAKA,67,NARAYANGANJ,06,BANDAR,99,,63,MADANPUR
2015351626,20,CHITTAGONG,15,CHITTAGONG,35,HALISHAHAR,16,CHITTAGONG CITY CORP.,26,WARD NO-26
5527179985,55,RANGPUR,27,DINAJPUR,17,BIRAL,99,,85,RANI PUKUR
4047853319,40,KHULNA,47,KHULNA,85,SONADANGA,33,KHULNA CITY CORP.,19,WARD NO-19
3054879994,30,DHAKA,54,MADARIPUR,87,SHIBCHAR,99,,94,UMEDPUR
3072474005,30,DHAKA,72,NETRAKONA,47,KENDUA,40,KENDUA PAURASAVA,05,WARD NO-05
5010404009,50,RAJSHAHI,10,BOGRA,40,GABTALI,40,GABTALI PAURASHAVA,09,WARD NO-09
3082739920,30,DHAKA,82,RAJBARI,73,PANGSHA,99,,20,HABASPUR
5069554519,50,RAJSHAHI,69,NATORE,55,NALDANGA,45,NALDANGA PAURASAVA,19,WARD NO-09
5549946604,55,RANGPUR,49,KURIGRAM,94,ULIPUR,66,ULIPUR PAURASAVA,04,WARD NO-04
6036442006,60,SYLHET,36,HABIGANJ,44,HABIGANJ SADAR,20,HABIGANJ PAURASHAVA,06,WARD NO-06
4044199963,40,KHULNA,44,JHENAIDAH,19,JHENAIDAH SADAR,99,,63,NALDANGA
1006071604,10,BARISAL,06,BARISAL,07,BAKERGANJ,16,BAKERGANJ PAURASAVA,04,WARD NO-04
5532249980,55,RANGPUR,32,GAIBANDHA,24,GAIBANDHA SADAR,99,,80,MALIBARI
3029569921,30,DHAKA,29,FARIDPUR,56,MADHUKHALI,99,,21,DUMAIN
5552553304,55,RANGPUR,52,LALMONIRHAT,55,LALMONIRHAT SADAR,33,LALMONIRHAT PAURASAVA,04,WARD NO-04
1009296708,10,BARISAL,09,BHOLA,29,DAULAT KHAN,67,DAULATKHAN PAURASAVA,08,WARD NO-08
6058149929,60,SYLHET,58,MAULVIBAZAR,14,BARLEKHA,99,,29,DAKSHIN SHAHABAJPUR
2012136608,20,CHITTAGONG,12,BRAHMANBARIA,13,BRAHMANBARIA SADAR,66,BRAHMANBARIA PAURASAVA,08,WARD NO-08
5088612302,50,RAJSHAHI,88,SIRAJGANJ,61,ROYGANJ,23,ROYGANJ PAURASHAVA,02,WARD NO-02
3086253307,30,DHAKA,86,SHARIATPUR,25,DAMUDYA,33,DAMUDYA PAURASHAVA,07,WARD NO-07
5070562209,50,RAJSHAHI,70,CHAPAI NABABGANJ,56,NACHOLE,22,NACHOLE PAURASHAVA,09,WARD NO-09
2015121009,20,CHITTAGONG,15,CHITTAGONG,12,BOALKHALI,10,BOALKHALI PAURASHAVA,09,WARD NO-09
3059749927,30,DHAKA,59,MUNSHIGANJ,74,SERAJDIKHAN,99,,27,CHITRAKOT
5585739928,55,RANGPUR,85,RANGPUR,73,PIRGACHHA,99,,28,ITAKUMARI
2013494204,20,CHITTAGONG,13,CHANDPUR,49,HAJIGANJ,42,HAJIGANJ PAURASAVA,04,WARD NO-04
3072099983,30,DHAKA,72,NETRAKONA,09,BARHATTA,99,,83,SINGDHA
1009259963,10,BARISAL,09,BHOLA,25,CHAR FASSON,99,,63,JAHANPUR
5064799915,50,RAJSHAHI,64,NAOGAON,79,PORSHA,99,,15,CHHAOR
2015539965,20,CHITTAGONG,15,CHITTAGONG,53,MIRSHARAI,99,,65,MITHANALA
3068602503,30,DHAKA,68,NARSINGDI,60,NARSINGDI SADAR,25,MADHABDI PAURASHAVA,03,WARD NO-03
3039858309,30,DHAKA,39,JAMALPUR,85,SARISHABARI UPAZILA,83,SARISHABARI PAURASHAVA,09,WARD NO-09
1078389989,10,BARISAL,78,PATUAKHALI,38,BAUPHAL,99,,89,NAZIRPUR
4047539972,40,KHULNA,47,KHULNA,53,KOYRA,99,,72,MAHARAJPUR
3033303306,30,DHAKA,33,GAZIPUR,30,GAZIPUR SADAR,33,GAZIPUR CITY CORPORATION,06,WARD NO-06
5088449976,50,RAJSHAHI,88,SIRAJGANJ,44,KAMARKHANDA,99,,76,ROY DAULATPUR
3089909963,30,DHAKA,89,SHERPUR,90,SREEBARDI,99,,63,KURIKAHANIA
2003959976,20,CHITTAGONG,03,BANDARBAN,95,THANCHI,99,,76,TINDU
2019339912,20,CHITTAGONG,19,COMILLA,33,COMILLA SADAR DAKSHIN,99,,12,BAGHMARA DAKSHIN
